book_id,title,author,isbn,subject_area,genre,mood,tags,summary,publication_year,edition,language,page_count,rating
363,The Man-Eater of Malgudi,R.K. Narayan,9789353529604,Fiction/Stories,Satire,Adventure | Hopeful,satire;fiction;novel;leisure-reading;story,"A memorable entry in satire, the story follows a central figure caught between duty and desire. Written in the tradition of satire, ""The Man-Eater of Malgudi"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1961,Popular Edition,English,149,3.5
364,The Financial Expert,R.K. Narayan,9789338354283,Fiction/Stories,Satire,Fantasy | Suspenseful,satire;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this satire follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of satire, ""The Financial Expert"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1952,Popular Edition,English,261,4.3
365,The Bachelor of Arts,R.K. Narayan,9789370159693,Fiction/Stories,Coming-of-age,Hopeful | Suspenseful,coming of age;fiction;novel;leisure-reading;story,"In prose that lingers, R.K. Narayan follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of coming-of-age, ""The Bachelor of Arts"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1937,Popular Edition,English,283,4.0
366,The Dark Room,R.K. Narayan,9780375457647,Fiction/Stories,Literary Fiction,Thought-provoking,literary fiction;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows a central figure caught between duty and desire. Written in the tradition of literary fiction, ""The Dark Room"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1938,Popular Edition,English,217,3.3
367,A Tiger for Malgudi,R.K. Narayan,9780560182132,Fiction/Stories,Fable,Thrilling | Epic,fable;fiction;novel;leisure-reading;story;young-readers,"A memorable entry in fable, the story follows a central figure caught between duty and desire. Written in the tradition of fable, ""A Tiger for Malgudi"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1983,Popular Edition,English,301,3.9
368,Waiting for the Mahatma,R.K. Narayan,9780777844397,Fiction/Stories,Historical Fiction,Fantasy | Relaxing,historical fiction;fiction;novel;leisure-reading;story;history,"Spanning years and relationships, this historical fiction traces lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of historical fiction, ""Waiting for the Mahatma"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1955,Popular Edition,English,426,4.7
369,Karma and Other Stories,Khushwant Singh,9789389004779,Fiction/Stories,Short Stories,Heartwarming,short stories;fiction;novel;leisure-reading;story,"This short stories follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of short stories, ""Karma and Other Stories"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1950,Popular Edition,English,122,3.8
370,The Company of Women,Khushwant Singh,9780351099663,Fiction/Stories,Literary Fiction,Thought-provoking | Heartwarming | Fast-paced,literary fiction;fiction;novel;leisure-reading;story,"This literary fiction follows a journey that tests conviction as much as courage. Written in the tradition of literary fiction, ""The Company of Women"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1999,Special Edition,English,417,3.7
371,"Truth, Love and a Little Malice",Khushwant Singh,9780433100621,Fiction/Stories,Memoir,Romantic,memoir;fiction;novel;leisure-reading;story,"This memoir follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of memoir, ""Truth, Love and a Little Malice"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",2002,Reprint Edition,English,145,3.9
372,The Sunset Club,Khushwant Singh,9789301647794,Fiction/Stories,Literary Fiction,Inspirational | Hopeful,literary fiction;fiction;novel;leisure-reading;story,"In prose that lingers, Khushwant Singh follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of literary fiction, ""The Sunset Club"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2010,Paperback Edition,English,225,4.9
373,The End of India,Khushwant Singh,9780176614119,Fiction/Stories,Nonfiction Narrative,Emotional | Funny,nonfiction narrative;fiction;novel;leisure-reading;story,"A memorable entry in nonfiction narrative, the story follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of nonfiction narrative, ""The End of India"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",2003,Special Edition,English,606,3.7
374,Delhi Belly and Other Stories,Various Indian Authors,9780710091758,Fiction/Stories,Short Stories,Calm | Thrilling | Educational,short stories;fiction;novel;leisure-reading;story,"This short stories follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of short stories, ""Delhi Belly and Other Stories"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",2015,Paperback Edition,English,522,3.8
375,Aunty Time,Twinkle Khanna,9781493066292,Fiction/Stories,Short Stories,Thought-provoking,short stories;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of short stories, ""Aunty Time"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",2018,Special Edition,English,266,3.6
376,Mrs Funnybones,Twinkle Khanna,9789349379961,Fiction/Stories,Humor,Heartwarming,humor;fiction;novel;leisure-reading;story,"In prose that lingers, Twinkle Khanna follows individuals confronting change in a world that refuses to stay still. Written in the tradition of humor, ""Mrs Funnybones"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",2015,1st Edition,English,488,3.9
